Name,City,State,ZIP,Phone,Address,Website,Latitude,Longitude,Residential Services,All Services
Safe Refuge,Long Beach,CA,90804,562-987-5722 x103,,http://www.asaferefuge.org,33.7756478,-118.1550792,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Anger management; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State Substance use treatment agency; Commission on Accreditation of Rehabilitation Facilities (CARF); Medicaid; Federal military insurance (e.g., TRICARE); Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants; Sliding fee scale (fee is based on income and other factors); Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance; Suicide prevention services"
Safe Refuge,Long Beach,CA,90804,562-987-5722 x103,,http://www.asaferefuge.org,33.7755468,-118.155212,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Anger management; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State Substance use treatment agency; Commission on Accreditation of Rehabilitation Facilities (CARF); Medicaid; Federal military insurance (e.g., TRICARE); Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants; Sliding fee scale (fee is based on income and other factors); Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance; Suicide prevention services"
Safe Refuge,Long Beach,CA,90804,562-987-5722 x103,,http://www.asaferefuge.org,33.7759164,-118.1548049,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Anger management; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State Substance use treatment agency; Commission on Accreditation of Rehabilitation Facilities (CARF); Medicaid; Federal military insurance (e.g., TRICARE); Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants; Sliding fee scale (fee is based on income and other factors); Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Residential beds for clients' children; Case management service; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance; Suicide prevention services"
Safe Refuge,Long Beach,CA,90804,562-987-5722 x103,,http://www.asaferefuge.org,33.7755612,-118.1549421,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Anger management; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private non-profit organization; State Substance use treatment agency; Commission on Accreditation of Rehabilitation Facilities (CARF); Medicaid; Federal military insurance (e.g., TRICARE); Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants; Sliding fee scale (fee is based on income and other factors); Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance; Suicide prevention services"
HealthRIGHT 360,Pomona,CA,91767,626-258-0300,,http://www.healthright360.org,34.0905997,-117.7344027,Residential/24-hour residential; Long-term residential,"Substance use treatment; Residential/24-hour residential; Long-term residential; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Medication for mental disorders; Nicotine replacement; Anger management; Brief intervention; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State department of health; Commission on Accreditation of Rehabilitation Facilities (CARF); Federal, or any government funding for substance use treatment programs; SAMHSA funding/block grants; Adult women; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; HIV testing; TB screening; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; Treatment for other addiction disorder; HIV or AIDS education, counseling, or support; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking permitted in designated area; Young Adults; Adults; Seniors; Female; Spanish; Vaping permitted in designated area; Residential beds for clients' children; Case management service; Child care for clients' children; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance"
HealthRIGHT 360,Pomona,CA,91767,909-624-1233,,http://www.healthright360.org,34.0905937,-117.7343822,Residential/24-hour residential; Long-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Prescribes buprenorphine; Prescribes naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Acamprosate (Campral®); Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State Substance use treatment agency; State department of health; Commission on Accreditation of Rehabilitation Facilities (CARF); Federal, or any government funding for substance use treatment programs; Medicare; Medicaid; Adult women; Pregnant/postpartum women; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Employment counseling or training; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking permitted in designated area; Young Adults; Adults; Female; Spanish; Vaping not permitted; Residential beds for clients' children; Case management service; Child care for clients' children; Domestic violence services, including family or partner; Mental health services; Social skills development; Transportation assistance; Integrated primary care services"
New Found Life,Long Beach,CA,90803,562-434-4060,,http://www.newfoundlife.com,33.7643712,-118.1656857,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Naltrexone used in Treatment; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Other contracted prescribing entity; No formal relationship with prescribing entity; Prescribes naltrexone; Accepts clients using MAT but prescribed elsewhere; Acamprosate (Campral®); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adult men; Clients with co-occurring mental and substance use disorders; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Seniors; Male; Vaping not permitted; Case management service; Mental health services; Social skills development; Transportation assistance; Integrated primary care services"
New Found Life,Long Beach,CA,90803,562-434-4060,,http://www.newfoundlife.com,33.7643648,-118.1656794,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Naltrexone used in Treatment; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Other contracted prescribing entity; No formal relationship with prescribing entity; Prescribes naltrexone; Accepts clients using MAT but prescribed elsewhere; Acamprosate (Campral®); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adult men; Clients with co-occurring mental and substance use disorders; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Seniors; Male; Vaping not permitted; Case management service; Mental health services; Social skills development; Transportation assistance; Integrated primary care services"
New Found Life,Long Beach,CA,90803,562-434-4060,,http://www.newfoundlife.com,33.7643438,-118.1654759,Residential/24-hour residential; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Long-term residential; Short-term residential; Naltrexone used in Treatment; Other contracted prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Other contracted prescribing entity; No formal relationship with prescribing entity; Prescribes naltrexone; Accepts clients using MAT but prescribed elsewhere; Acamprosate (Campral®); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adult women; Clients with co-occurring mental and substance use disorders; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Seniors; Female; Vaping not permitted; Case management service; Mental health services; Social skills development; Transportation assistance; Integrated primary care services"
G and C Swan Inc,Upland,CA,91786,909-981-6121,,http://hishouserehab.com,34.096378,-117.6542932,Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; No formal relationship with prescribing entity; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; No formal relationship with prescribing entity; Buprenorphine detoxification; Buprenorphine maintenance; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Buprenorphine with naloxone; Buprenorphine without naloxone; Naltrexone (oral); Clonidine; Medication for mental disorders; Nicotine replacement; Anger management; Cognitive behavioral therapy; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State Substance use treatment agency; State department of health; The Joint Commission; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; Substance use disorder education; Individual counseling; Group counseling; Smoking permitted in designated area; Young Adults; Adults; Male; Vaping permitted in designated area; Case management service; Mental health services; Social skills development"
His House Palm Recovery,Upland,CA,91786,909-920-5102,,http://hishouserehab.com,34.096679,-117.6540497,Hospital inpatient/24-hour hospital inpatient; Outpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Outpatient detoxification; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Transitional housing, halfway house, or sober home; Hospital inpatient/24-hour hospital inpatient; Outpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Outpatient detoxification; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Buprenorphine detoxification; Buprenorphine maintenance; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Acamprosate (Campral®); Disulfiram; Buprenorphine sub-dermal implant; Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Lofexidine; Clonidine; Medication for mental disorders; Nicotine replacement; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; Young adults; Adult women; Adult men; Seniors or older adults; Veterans; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Treatment for gambling disorder; Treatment for other addiction disorder; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Hepatitis A (HAV) vaccination; Hepatitis B (HBV) vaccination; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Spanish; Sign language services for the deaf and hard of hearing; Vaping permitted in designated area; Case management service; Mental health services; Social skills development; Transportation assistance; Integrated primary care services; Suicide prevention services"
His House 9th Street,Upland,CA,91786,909-920-5102,,http://hisandherhouses.com,34.096378,-117.6542932,Hospital inpatient/24-hour hospital inpatient; Outpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Outpatient detoxification; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Transitional housing, halfway house, or sober home; Hospital inpatient/24-hour hospital inpatient; Outpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Outpatient detoxification; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Buprenorphine detoxification; Buprenorphine maintenance; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Acamprosate (Campral®); Disulfiram; Buprenorphine sub-dermal implant; Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Lofexidine; Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Community reinforcement plus vouchers; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; Young adults; Adult women; Adult men; Seniors or older adults; Veterans; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; TB screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Treatment for gambling disorder; Treatment for other addiction disorder; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Hepatitis A (HAV) vaccination; Hepatitis B (HBV) vaccination; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Spanish; Sign language services for the deaf and hard of hearing; Vaping permitted in designated area; Case management service; Mental health services; Social skills development; Transportation assistance; Integrated primary care services; Suicide prevention services"
Woodglen Recovery Junction Inc,Fullerton,CA,92832,714-879-0929,,http://www.woodglenrecovery.org,33.8679,-117.9289,Residential/24-hour residential; Long-term residential,"Substance use treatment; Residential/24-hour residential; Long-term residential; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; No formal relationship with prescribing entity; Accepts clients using MAT but prescribed elsewhere; Anger management; Brief intervention; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; 12-step facilitation; Private non-profit organization; State department of health; Federal, or any government funding for substance use treatment programs; Cash or self-payment; Comprehensive substance use assessment; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; HIV or AIDS education, counseling, or support; Substance use disorder education; Individual counseling; Group counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping not permitted; Case management service; Social skills development; Integrated primary care services"
